Company,Market Value,Revenue,Profits,Assets,Rank,Sector,Industry,Continent,Country,Headquarters,State,CEO,Forbes Webpage,Profits as % of Assets,Profits as % of Revenue,
NRG Energy,10.993,10.609,-1.696,23.752,1146,Utilities,Electric Utilities,North America,United States,New Jersey,New Jersey,Mauricio Gutierrez,http://www.forbes.com/companies/nrg-energy/,-0.071404513,-0.159864266,
Arca Continental,11.178,8.074,0.6853,12.617,1147,Consumer Staples,Beverages,North America,Mexico,Mexico,,Francisco Egloff,http://www.forbes.com/companies/arca-continental/,0.054315606,0.084877384,
Lixil Group,6.648,15.373,0.4925,19.813,1147,Materials,Construction Materials,Asia,Japan,Japan,,Kinya Seto,http://www.forbes.com/companies/lixil-group/,0.024857417,0.032036688,
Nitto Denko,12.346,7.726,0.7884,8.818,1147,Materials,Diversified Chemicals,Asia,Japan,Japan,,Hideo Takasaki,http://www.forbes.com/companies/nitto-denko/,0.089408029,0.102045043,
Sino-Ocean Land Holdings,5.429,6.885,0.7565,29.468,1147,Financials,Real Estate,Asia,China,China,,Ming Li,http://www.forbes.com/companies/sino-ocean-land-holdings/,0.025671915,0.109876543,
Terumo,20.082,5.303,0.8237,9.635,1151,Health Care,Medical Equipment & Supplies,Asia,Japan,Japan,,Shinjiro Sato,http://www.forbes.com/companies/terumo/,0.0854904,0.155327173,
Magnit,8.097,19.595,0.6083,9.155,1152,Consumer Staples,Food Retail,Asia,Russia,Russia,,Khachatur Pombukhchan,http://www.forbes.com/companies/magnit/,0.066444566,0.031043634,
Liberty Broadband,12.826,0.022,2.033,11.958,1153,Telecommunication Services,Telecommunications services,North America,United States,Colorado,Colorado,Gregory Maffei,http://www.forbes.com/companies/liberty-broadband/,0.170011708,92.40909091,
Harbin Bank,3.04,4.386,0.7767,86.649,1154,Financials,Major Banks,Asia,China,China,,Shu Gao,http://www.forbes.com/companies/harbin-bank/,0.00896375,0.177086183,
First Financial Holding,8.457,2.47,0.5089,88.514,1155,Financials,Regional Banks,Asia,Taiwan,Taiwan,,Wu Ying,http://www.forbes.com/companies/first-financial-holding/,0.005749373,0.206032389,
Cerner,20.184,5.175,0.8538,6.512,1156,Health Care,Healthcare Services,North America,United States,Missouri,Missouri,Brent Shafer,http://www.forbes.com/companies/cerner/,0.131111794,0.164985507,
China Molybdenum,25.581,3.828,0.564,15.608,1157,Materials,Iron & Steel,Asia,China,China,,Fa Li,http://www.forbes.com/companies/china-molybdenum/,0.036135315,0.147335423,
Jeronimo Martins,10.252,19.63,0.459,7.735,1158,Consumer Staples,Food Retail,Europe,Portugal,Portugal,,Pedro de Castro Soares dos Santos,http://www.forbes.com/companies/jeronimo-martins/,0.059340659,0.023382578,
Boston Properties,19.2,2.631,0.5412,19.584,1159,Financials,Real Estate,North America,United States,Massachusetts,Massachusetts,Owen Thomas,http://www.forbes.com/companies/boston-properties/,0.027634804,0.205701254,
SGS,18.993,6.451,0.6309,6.099,1160,Consumer Discretionary,Business & Personal Services,Europe,Switzerland,Switzerland,,Frankie Ng,http://www.forbes.com/companies/sgs/,0.103443187,0.097798791,
Amcor,12.132,9.139,0.6398,9.06,1161,Materials,Containers & Packaging,Australia,Australia,Australia,,Ron Delia,http://www.forbes.com/companies/amcor/,0.070618102,0.070007659,
J.B. Hunt Transport Services,13.682,7.509,0.7017,4.422,1162,Industrials,Trucking,North America,United States,Arkansas,Arkansas,John Roberts,http://www.forbes.com/companies/jb-hunt-transport-services/,0.158683853,0.093447863,
President Chain Store,10.585,7.572,1.0275,4.67,1163,Consumer Staples,Food Retail,Asia,Taiwan,Taiwan,,Jui Chen,http://www.forbes.com/companies/president-chain-store/,0.220021413,0.135697306,
Vienna Insurance Group,4.116,11.242,0.3223,61.183,1164,Financials,Diversified Insurance,Europe,Austria,Austria,,Elisabeth Stadler,http://www.forbes.com/companies/vienna-insurance-group/,0.005267803,0.028669276,
Dover,11.93,7.939,0.7709,10.543,1165,Industrials,Conglomerates,North America,United States,Illinois,Illinois,Richard Tobin,http://www.forbes.com/companies/dover/,0.073119605,0.09710291,
Hoya,21.555,4.833,0.8977,6.118,1166,Information Technology,Electronics,Asia,Japan,Japan,,Hiroshi Suzuki,http://www.forbes.com/companies/hoya/,0.146730958,0.185743844,
Foncière des Régions,8.578,1.116,1.0311,26.18,1167,Financials,Real Estate,Europe,France,France,,Christophe Kullmann,http://www.forbes.com/companies/fonciere-des-regions/,0.039385027,0.923924731,
Metro,7.298,10.372,1.3497,6.68,1167,Consumer Staples,Food Retail,North America,Canada,Canada,,Eric La Flèche,http://www.forbes.com/companies/metro-inc/,0.202050898,0.130129194,
China Shipbuilding Industry,18.638,5.134,0.126,31.977,1169,Industrials,Heavy Equipment,Asia,China,China,,Liang Wang,http://www.forbes.com/companies/china-shipbuilding-industry/,0.003940332,0.024542267,
Samsung SDI,11.944,6.233,0.6316,15.333,1169,Information Technology,Electronics,Asia,South Korea,South Korea,,Young-Hyun Jun,http://www.forbes.com/companies/samsung-sdi/,0.0411922,0.101331622,
Clorox,15.611,6.08,0.807,5.444,1171,Consumer Staples,Household/Personal Care,North America,United States,California,California,Benno Dorer,http://www.forbes.com/companies/clorox/,0.148236591,0.132730263,
AGL Energy,10.867,9.968,0.6408,11.229,1172,Utilities,Electric Utilities,Australia,Australia,Australia,,Andy Vesey,http://www.forbes.com/companies/agl-energy/,0.057066524,0.064285714,
Inter Rao,6.744,15.722,0.9232,10.934,1173,Utilities,Electric Utilities,Asia,Russia,Russia,,Boris Kovalchuk,http://www.forbes.com/companies/inter-rao/,0.084433876,0.058720265,
Beijing Enterprises,6.568,7.38,0.8829,21.945,1174,Utilities,Natural Gas Utilities,Asia,Hong Kong,Hong Kong,,Zi Hou,http://www.forbes.com/companies/beijing-enterprises/,0.040232399,0.119634146,
Monster Beverage,27.723,3.485,0.8587,4.74,1175,Consumer Staples,Beverages,North America,United States,California,California,Rodney Sacks,http://www.forbes.com/companies/monster-beverage/,0.181160338,0.246398852,
Flextronics International,7.809,25.441,0.4285,13.716,1176,Information Technology,Electronics,Asia,Singapore,Singapore,,Mike McNamara,http://www.forbes.com/companies/flextronics-international/,0.031240887,0.016842891,
Fidelity National Financial,10.509,8.84,0.796,9.018,1177,Financials,Property & Casualty Insurance,North America,United States,Florida,Florida,Randy Quirk,http://www.forbes.com/companies/fidelity-national-financial/,0.088267909,0.090045249,
Evraz Group,10.023,10.814,0.6857,10.38,1178,Materials,Iron & Steel,Europe,United Kingdom,United Kingdom,,Alexander Frolov,http://www.forbes.com/companies/evraz-group/,0.06605973,0.063408544,
Orient Securities,12.182,1.357,0.472,35.776,1179,Financials,Investment Services,Asia,China,China,,Xin Pan,http://www.forbes.com/companies/orient-securities/,0.013193202,0.347826087,
Industrial Alliance Insurance,4.46,8.151,0.4363,48.38,1180,Financials,Life & Health Insurance,North America,Canada,Canada,,Yvon Charest,http://www.forbes.com/companies/industrial-alliance-insurance/,0.009018189,0.053527175,
Meiji Holdings,11.468,11.196,0.5529,8.722,1181,Consumer Staples,Food Processing,Asia,Japan,Japan,,Shigetaro Asano,http://www.forbes.com/companies/meiji-holdings/,0.063391424,0.049383708,
Hyundai Heavy Industries,8.272,12.334,-0.5543,28.405,1182,Industrials,Heavy Equipment,Asia,South Korea,South Korea,,Hwan-Goo Kang,http://www.forbes.com/companies/hyundai-heavy-industries/,-0.01951417,-0.044940814,
Cosco Shipping,8.048,13.903,0.38,20.56,1183,Industrials,Other Transportation,Asia,China,China,,Oh-Gap Kwon,http://www.forbes.com/companies/cosco-shipping/,0.01848249,0.02733223,
Punjab National Bank,3.637,8.533,0.177,112.93,1184,Financials,Regional Banks,Asia,India,India,,Sunil Mehta,http://www.forbes.com/companies/punjab-national-bank/,0.001567343,0.020742998,
Arrow Electronics,6.725,27.929,0.4273,16.125,1185,Information Technology,Electronics,North America,United States,Colorado,Colorado,Michael Long,http://www.forbes.com/companies/arrow-electronics/,0.026499225,0.015299509,
Hindalco Industries,8.087,14.94,0.2833,23.717,1186,Materials,Aluminum,Asia,India,India,,Satish Pai,http://www.forbes.com/companies/hindalco-industries/,0.011945018,0.018962517,
Norwegian Cruise Line Holdings,11.562,5.539,0.8011,14.485,1186,Consumer Discretionary,Hotels & Motels,North America,United States,Florida,Florida,Frank Del,http://www.forbes.com/companies/norwegian-cruise-line-holdings/,0.055305488,0.144628994,
Ternium,7.841,9.72,0.905,12.415,1186,Materials,Iron & Steel,Europe,Luxembourg,Luxembourg,,Máximo Vedoya,http://www.forbes.com/companies/ternium/,0.072895691,0.093106996,
Terna,11.706,2.463,0.7764,20.447,1189,Utilities,Electric Utilities,Europe,Italy,Italy,,Luigi Ferraris,http://www.forbes.com/companies/terna/,0.037971341,0.315225335,
Oriental Land,34.183,4.324,0.7326,8.609,1190,Consumer Discretionary,Hotels & Motels,Asia,Japan,Japan,,Toshio Kagami,http://www.forbes.com/companies/oriental-land/,0.085096992,0.169426457,
Harris,18.599,6.058,0.639,10.07,1191,Information Technology,Communications Equipment,North America,United States,Florida,Florida,Bill Brown,http://www.forbes.com/companies/harris/,0.063455809,0.105480357,
Ashtead Group,14.844,4.739,1.2858,9.042,1192,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,United Kingdom,,Geoffrey Drabble,http://www.forbes.com/companies/ashtead-group/,0.142203052,0.271323064,
FamilyMart,12.737,11.447,0.2953,16.236,1193,Consumer Staples,Food Retail,Asia,Japan,Japan,,,http://www.forbes.com/companies/familymart/,0.018187977,0.025797152,
Wm Morrison Supermarkets,8.097,22.44,0.4043,13.747,1193,Consumer Staples,Food Retail,Europe,United Kingdom,United Kingdom,,David Potts,http://www.forbes.com/companies/wm-morrison-supermarkets/,0.029410053,0.018016934,
KION Group,10.167,8.981,0.5272,14.171,1195,Industrials,Heavy Equipment,Europe,Germany,Germany,,Gordon Riske,http://www.forbes.com/companies/kion-group/,0.037202738,0.058701704,
Coty,10.723,9.339,-0.2923,23.765,1196,Consumer Staples,Household/Personal Care,North America,United States,New York,New York,Camillo Pane,http://www.forbes.com/companies/coty-inc/,-0.0122996,-0.031298854,
Lendlease Group,7.883,13.339,0.6051,12.352,1197,Financials,Real Estate,Australia,Australia,Australia,,Stephen McCann,http://www.forbes.com/companies/lendlease-group/,0.048988018,0.045363221,
Arkema,9.984,9.391,0.6497,11.641,1198,Materials,Diversified Chemicals,Europe,France,France,,Thierry Hénaff,http://www.forbes.com/companies/arkema/,0.055811356,0.069183261,
Givaudan,21.055,5.132,0.7315,7.5,1199,Consumer Staples,Household/Personal Care,Europe,Switzerland,Switzerland,,Gilles Andrier,http://www.forbes.com/companies/givaudan/,0.097533333,0.142537023,
Paychex,22.756,3.308,0.9005,6.843,1200,Consumer Discretionary,Business & Personal Services,North America,United States,New York,New York,Martin Mucci,http://www.forbes.com/companies/paychex/,0.13159433,0.272218863,
Focus Media Information Technology,22.245,1.831,0.9212,2.497,1201,Information Technology,Computer Hardware,Asia,China,China,,Nan Jiang,http://www.forbes.com/companies/focus-media-information-technology/,0.368922707,0.503113053,
Innolux,3.863,10.335,0.9374,13.941,1201,Information Technology,Computer Hardware,Asia,Taiwan,Taiwan,,Chih Wang,http://www.forbes.com/companies/innolux/,0.067240514,0.0907015,
Materials Industry Zhongda Group,4.358,41.103,0.4032,15.314,1203,Industrials,Trading Companies,Asia,China,China,,Jida Chen,http://www.forbes.com/companies/materials-industry-zhongda-group/,0.026328849,0.009809503,
NASDAQ,15.117,4.144,0.741,15.79,1204,Financials,Investment Services,North America,United States,New York,New York,Adena Friedman,http://www.forbes.com/companies/nasdaq/,0.046928436,0.178812741,
RSA Insurance Group,9.092,9.15,0.3722,24.82,1205,Financials,Property & Casualty Insurance,Europe,United Kingdom,United Kingdom,,Stephen Michael,http://www.forbes.com/companies/rsa-insurance-group/,0.014995971,0.040677596,
Ricoh,6.946,18.617,-1.2214,24.833,1205,Industrials,Business Products & Supplies,Asia,Japan,Japan,,Yoshinori Yamashita,http://www.forbes.com/companies/ricoh/,-0.049184553,-0.065606704,
PVH,11.805,8.915,0.5378,11.886,1207,Consumer Discretionary,Apparel/Accessories,North America,United States,New York,New York,Emanuel Chirico,http://www.forbes.com/companies/pvh/,0.045246508,0.060325294,
East West Bancorp,10.086,1.552,0.5229,37.693,1208,Financials,Regional Banks,North America,United States,California,California,Dominic Ng,http://www.forbes.com/companies/east-west-bancorp/,0.013872602,0.336920103,
National Oilwell Varco,15.529,7.354,-0.183,20.01,1209,Energy,Oil Services & Equipment,North America,United States,Texas,Texas,Clay Williams,http://www.forbes.com/companies/national-oilwell-varco/,-0.009145427,-0.024884417,
Top Frontier Investment Holdings,1.682,16.385,0.2443,29.984,1210,Energy,Oil & Gas Operations,Asia,Philippines,Philippines,,Ramon Ang,http://www.forbes.com/companies/top-frontier-investment-holdings/,0.008147679,0.014909979,
Ihs Markit,20.443,3.688,0.592,14.697,1211,Consumer Discretionary,Business & Personal Services,Europe,United Kingdom,United Kingdom,,Lance Uggla,http://www.forbes.com/companies/ihs-markit/,0.040280329,0.160520607,
Hesteel,5.498,15.862,0.2325,30.557,1212,Materials,Iron & Steel,Asia,China,China,,Lanyu Wang,http://www.forbes.com/companies/hesteel/,0.007608731,0.014657672,
Electric Power Development,5.054,7.726,0.6176,24.892,1213,Utilities,Electric Utilities,Asia,Japan,Japan,,Yong Yu,http://www.forbes.com/companies/electric-power-development/,0.024811184,0.079937872,
Magnitogorsk Iron & Steel,8.251,7.94,1.2215,7.879,1214,Materials,Iron & Steel,Asia,Russia,Russia,,Pavel Shiliayev,http://www.forbes.com/companies/magnitogorsk-iron/,0.155032365,0.15384131,
Koito Manufacturing,11.271,7.659,0.7525,6.327,1215,Consumer Discretionary,Auto & Truck Parts,Asia,Japan,Japan,,Takashi Ohtake,http://www.forbes.com/companies/koito-manufacturing/,0.118934724,0.098250424,
Ayala,11.543,4.805,0.6003,20.52,1216,Industrials,Conglomerates,Asia,Philippines,Philippines,,Jaime Zobel,http://www.forbes.com/companies/ayala/,0.029254386,0.124932362,
Wynn Resorts,21.245,6.546,0.442,12.215,1217,Consumer Discretionary,Casinos & Gaming,North America,United States,Nevada,Nevada,Matthew Maddox,http://www.forbes.com/companies/wynn-resorts/,0.036185018,0.067522151,
Bank of Baroda,5.602,7.804,0.2707,110.76,1218,Financials,Regional Banks,Asia,India,India,,P. Jayakumar,http://www.forbes.com/companies/bank-of-baroda/,0.002444023,0.03468734,
Brown-Forman,27.343,3.215,0.751,5.042,1219,Consumer Staples,Beverages,North America,United States,Kentucky,Kentucky,Paul Varga,http://www.forbes.com/companies/brown-forman/,0.14894883,0.233592535,
Worldpay,23.969,3.949,0.0036,28.95,1220,,,North America,United States,Ohio,Ohio,Charles Drucker,http://www.forbes.com/companies/worldpay/,0.000124352,0.000911623,
Bank of Tianjin,3.581,4.411,0.5758,107.788,1221,Financials,Regional Banks,Asia,China,China,,Philip Rene,http://www.forbes.com/companies/bank-of-tianjin/,0.005341968,0.130537293,
Yuanta Financial Holding,5.679,4.389,0.6413,78.743,1222,Financials,Investment Services,Asia,Taiwan,Taiwan,,Zong Li,http://www.forbes.com/companies/yuanta-financial-holding/,0.008144216,0.146115288,
UCB,14.162,5.11,0.8493,11.908,1223,Health Care,Pharmaceuticals,Europe,Belgium,Belgium,,Jean-Christophe Tellier,http://www.forbes.com/companies/ucb/,0.0713218,0.166203523,
E-mart,6.801,14.044,0.5419,15.008,1224,Consumer Discretionary,Discount Stores,Asia,South Korea,South Korea,,Gab-Soo Lee,http://www.forbes.com/companies/e-mart/,0.036107409,0.038585873,
Shiseido,26.333,9.351,0.3394,8.524,1225,Consumer Staples,Household/Personal Care,Asia,Japan,Japan,,Masahiko Uotani,http://www.forbes.com/companies/shiseido/,0.039816987,0.036295583,
X5 Retail Group,7.886,23.225,0.4916,9.607,1225,Consumer Staples,Food Retail,Europe,Netherlands,Netherlands,,Igor Shekhterman,http://www.forbes.com/companies/x5-retail-group/,0.051171021,0.021166846,
SKF Group,9.739,9.457,0.6936,10.301,1227,Industrials,Other Industrial Equipment,Europe,Sweden,Sweden,,Alrik Danielson,http://www.forbes.com/companies/skf-group/,0.067333269,0.073342498,
Yum China Holdings,14.451,8.081,0.516,4.894,1228,Consumer Discretionary,Restaurants,North America,United States,Texas,Texas,Joey Wat,http://www.forbes.com/companies/yum-china-holdings/,0.105435227,0.063853483,
Phoenix Group Holdings,4.24,7.786,-0.0348,100.155,1229,Financials,Life & Health Insurance,Europe,United Kingdom,United Kingdom,,Clive Bannister,http://www.forbes.com/companies/phoenix-group-holdings/,-0.000347461,-0.004469561,
Samsung SDS,16.167,8.226,0.4691,6.798,1230,Information Technology,Computer Services,Asia,South Korea,South Korea,,Won-Pyo Hong,http://www.forbes.com/companies/samsung-sds/,0.06900559,0.057026501,
Equity Residential,23.032,2.481,0.409,20.384,1231,Financials,Real Estate,North America,United States,Illinois,Illinois,David Neithercut,http://www.forbes.com/companies/equity-residential/,0.020064757,0.164852882,
Hna Technology,,48.093,0.118,17.87,1231,Industrials,Other Transportation,Asia,China,China,,Hai Gui,http://www.forbes.com/companies/hna-technology/,0.006603246,0.00245358,
Lotte Shopping,6.294,18.552,-0.1319,26.107,1231,Consumer Discretionary,Department Stores,Asia,South Korea,South Korea,,Hee-Tae Gang,http://www.forbes.com/companies/lotte-shopping/,-0.005052285,-0.007109746,
Alexion Pharmaceuticals,26.624,3.639,0.5221,13.83,1234,Health Care,Biotechs,North America,United States,Connecticut,Connecticut,Ludwig Hantson,http://www.forbes.com/companies/alexion-pharmaceuticals/,0.037751265,0.143473482,
